disease_name,disease_id
Keipert syndrome,DOID:0111842
nonphotosensitive trichothiodystrophy 6,DOID:0111872
photosensitive trichothiodystrophy 1,DOID:0111873
nonphotosensitive trichothiodystrophy 7,DOID:0111870
photosensitive trichothiodystrophy 3,DOID:0111871
linear skin defects with multiple congenital anomalies 3,DOID:0111876
linear skin defects with multiple congenital anomalies 2,DOID:0111877
MLS syndrome,DOID:0111875
Diamond-Blackfan anemia 7,DOID:0111878
Diamond-Blackfan anemia 6,DOID:0111879
"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis",DOID:0111859
multiple endocrine neoplasia,DOID:3125
Diamond-Blackfan anemia 20,DOID:0111891
Diamond-Blackfan anemia 11,DOID:0111892
Diamond-Blackfan anemia 16,DOID:0111893
Diamond-Blackfan anemia 15 with mandibulofacial dysostosis,DOID:0111894
Diamond-Blackfan anemia 1,DOID:0111895
Diamond-Blackfan anemia 18,DOID:0111896
Diamond-Blackfan anemia 14 with mandibulofacial dysostosis,DOID:0111897
Noonan syndrome-like disorder with loose anagen hair 2,DOID:0080693
Noonan syndrome-like disorder with loose anagen hair 1,DOID:0080692
RASopathy,DOID:0080690
Burn-McKeown syndrome,DOID:0080695
Galloway-Mowat syndrome,DOID:0080694
Diamond-Blackfan anemia 4,DOID:0111890
photosensitive trichothiodystrophy 2,DOID:0111869
nonphotosensitive trichothiodystrophy 5,DOID:0111868
MEND syndrome,DOID:0111865
autosomal recessive congenital bilateral absence of vas deferens,DOID:0111864
nonphotosensitive trichothiodystrophy,DOID:0111867
trichothiodystrophy,DOID:0111866
Meester-Loeys syndrome,DOID:0111861
AMME complex,DOID:0111860
X-linked congenital bilateral absence of vas deferens,DOID:0111863
congenital bilateral absence of vas deferens,DOID:0111862
Stickler syndrome 2,DOID:0080675
"otospondylomegaepiphyseal dysplasia, autosomal dominant",DOID:0080677
Stickler syndrome 1,DOID:0080676
Meesmann corneal dystrophy 2,DOID:0080671
Meesmann corneal dystrophy 1,DOID:0080670
fibrochondrogenesis 2,DOID:0080673
fibrochondrogenesis 1,DOID:0080672
neuronal intestinal dysplasia type A,DOID:0080679
mucolipidosis III gamma,DOID:0080678
Diamond-Blackfan anemia 5,DOID:0111883
Diamond-Blackfan anemia 12,DOID:0111882
Diamond-Blackfan anemia 8,DOID:0111881
Diamond-Blackfan anemia 17,DOID:0111880
Diamond-blackfan anemia 3,DOID:0111887
Diamond-Blackfan anemia 19,DOID:0111886
Diamond-Blackfan anemia 9,DOID:0111884
Diamond-Blackfan anemia 13,DOID:0111889
Diamond-Blackfan anemia 10,DOID:0111888
mosaic variegated aneuploidy syndrome,DOID:0080688
mosaic variegated aneuploidy syndrome 3,DOID:0080689
posterior polymorphous corneal dystrophy 4,DOID:0080669
X-linked chronic idiopathic intestinal pseudo-obstruction,DOID:0080681
nonsyndromic congenital nail disorder,DOID:0080683
"diffuse midline glioma, H3 K27M-mutant",DOID:0080684
aortic dissection,DOID:0080685
tubular aggregate myopathy 2,DOID:0080686
reducing body myopathy 1B,DOID:0080687
primary hypoalphalipoproteinemia 2,DOID:0080958
aortic valve disease 3,DOID:0080977
amelogenesis imperfecta type 1J,DOID:0080953
anauxetic dysplasia,DOID:0080942
"agenesis of corpus callosum, cardiac, ocular, and genital syndrome",DOID:0080948
AMED syndrome,DOID:0080952
Ehlers-Danlos syndrome periodontal type 2,DOID:0080987
arthrogryposis multiplex congenita-1,DOID:0080978
anauxetic dysplasia 2,DOID:0080962
King Denborough syndrome,DOID:0080990
intracranial berry aneurysm 12,DOID:0080975
anauxetic dysplasia 3,DOID:0080963
retinal dystrophy with leukodystrophy,DOID:0080946
congenital myopathy 1B,DOID:0080991
Ehlers-Danlos syndrome periodontal type 1,DOID:0080986
arthrogryposis multiplex congenita-4,DOID:0080980
central precocious puberty 1,DOID:0112310
abdominal obesity-metabolic syndrome 4,DOID:0080945
hereditary angioedema type I,DOID:0080939
"46,XX sex reversal 5",DOID:0080943
pretibial dystrophic epidermolysis bullosa,DOID:0080988
central precocious puberty 2,DOID:0112309
syndromic X-linked intellectual disorder Lujan-Fryns-type,DOID:0080985
primary hypoalphalipoproteinemia 1,DOID:0080957
arrhythmogenic right ventricular dysplasia 14,DOID:0080959
arthrogryposis multiplex congenita-3,DOID:0080979
hereditary angioedema type III,DOID:0080940
arthrogryposis multiplex congenita-5,DOID:0080981
amelogenesis imperfecta type 2A6,DOID:0080960
X-linked intellectual developmental disorder 109,DOID:0080984
central precocious puberty,DOID:0112308
alopecia-mental retardation syndrome 4,DOID:0080950
acquired angioedema,DOID:0080941
familial Behcet-like autoinflammatory syndrome,DOID:0080944
Bardet-Biedl syndrome 20,DOID:0081009
RNASET2-deficient cystic leukoencephalopathy,DOID:0081007
Bardet-Biedl syndrome 22,DOID:0081011
Bardet-Biedl syndrome 21,DOID:0081010
intellectual developmental disorder with cardiac arrhythmia,DOID:0081008
brain small vessel disease 2,DOID:0112314
male infertility due to globozoospermia,DOID:0112312
"alacrima, achalasia, and impaired intellectual development syndrome",DOID:0112321
Kanzaki disease,DOID:0112319
brain small vessel disease 3,DOID:0112315
male infertility due to acephalic spermatozoa,DOID:0112311
Schindler disease,DOID:0112317
methemoglobinemia and ambiguous genitalia,DOID:0112316
Schindler disease type 1,DOID:0112318
brain small vessel disease,DOID:0112313
glutathione synthetase deficiency,DOID:0080699
spermatogenic failure 25,DOID:0111920
Cowden syndrome 7,DOID:0081003
Cowden syndrome 5,DOID:0081001
autoimmune epilepsy,DOID:0080994
Cowden syndrome 6,DOID:0081002
Cowden syndrome 4,DOID:0081000
autosomal recessive thrombophilia due to protein C deficiency,DOID:0111904
spermatogenic failure 36,DOID:0111921
Opitz GBBB syndrome,DOID:0080697
thrombophilia due to thrombin defect,DOID:0111907
spermatogenic failure,DOID:0111910
spermatogenic failure 30,DOID:0111913
Winchester syndrome,DOID:0080696
thrombophilia due to thrombomodulin defect,DOID:0111908
spermatogenic failure 32,DOID:0111925
thrombophilia due to activated protein C resistance,DOID:0111902
spermatogenic failure 31,DOID:0111922
caudal regression syndrome,DOID:0080700
Teebi hypertelorism syndrome 1,DOID:0080698
spermatogenic failure 24,DOID:0111929
thrombophilia due to HRG deficiency,DOID:0111903
spermatogenic failure 29,DOID:0111930
spermatogenic failure 28,DOID:0111916
spermatogenic failure 39,DOID:0111926
spermatogenic failure 37,DOID:0111927
spermatogenic failure 35,DOID:0111914
spermatogenic failure 26,DOID:0111924
X-linked thrombophilia due to factor IX defect,DOID:0111899
immunodeficiency 23,DOID:0111953
heparin cofactor II deficiency,DOID:0111901
CK syndrome,DOID:0111898
spermatogenic failure 40,DOID:0111918
spermatogenic failure 42,DOID:0111923
spermatogenic failure 33,DOID:0111915
Fanconi renotubular syndrome 5,DOID:0080761
Fanconi renotubular syndrome 4,DOID:0080760
spermatogenic failure 27,DOID:0111928
spermatogenic failure 38,DOID:0111919
immunodeficiency 28,DOID:0111995
immunodeficiency 45,DOID:0111994
immunodeficiency 63,DOID:0111997
immunodeficiency 51,DOID:0111996
immunodeficiency 62,DOID:0111991
immunodeficiency 30,DOID:0111990
immunodeficiency 55,DOID:0111993
immunodeficiency 53,DOID:0111992
immunodeficiency 61,DOID:0111999
immunodeficiency 66,DOID:0111998
immunodeficiency 41,DOID:0111968
immunodeficiency 39,DOID:0111969
autosomal dominant thrombophilia due to protein S deficiency,DOID:0111900
immunodeficiency 15A,DOID:0111960
immunodeficiency 26,DOID:0111961
congenital myopathy 6,DOID:0080719
combined immunodeficiency,DOID:0111962
immunodeficiency 29,DOID:0111950
brittle cornea syndrome 2,DOID:0080729
immunodeficiency 11B,DOID:0111958
GNE myopathy,DOID:0080718
immunodeficiency 27B,DOID:0111956
immunodeficiency 54,DOID:0111967
calvarial doughnut lesions with bone fragility,DOID:0080721
Fanconi renotubular syndrome 2,DOID:0080758
immunodeficiency 37,DOID:0111939
Fanconi renotubular syndrome 3,DOID:0080759
keratosis follicularis spinulosa decalvans,DOID:0080753
erythema nodosum,DOID:0080750
prothrombin thrombophilia,DOID:0080701
immunodeficiency 48,DOID:0111943
immunodeficiency 43,DOID:0111981
T cell and NK cell immunodeficiency,DOID:0080710
keratosis pilaris atrophicans,DOID:0080751
immunodeficiency 71,DOID:0112004
immunodeficiency 24,DOID:0111938
Fanconi renotubular syndrome 1,DOID:0080757
autosomal dominant thrombophilia due to protein C deficiency,DOID:0111909
X-linked keratosis follicularis spinulosa decalvans,DOID:0080754
growth hormone secreting pituitary adenoma 2,DOID:0112007
spermatogenic failure 43,DOID:0111917
Ehlers-Danlos syndrome dermatosparaxis type,DOID:0080733
mutilating palmoplantar keratoderma with periorificial keratotic plaques,DOID:0112011
immunodeficiency 69,DOID:0112006
Ehlers-Danlos syndrome musculocontractural type 2,DOID:0080737
immunodeficiency 42,DOID:0111940
immunodeficiency 25,DOID:0111942
autosomal recessive thrombophilia due to protein S deficiency,DOID:0111905
immunodeficiency 33,DOID:0112003
pituitary adenoma 3,DOID:0112010
immunodeficiency 21,DOID:0111947
autosomal dominant mutilating palmoplantar keratoderma with periorificial keratotic plaques,DOID:0112013
pituitary adenoma 5,DOID:0112008
immunodeficiency 12,DOID:0111988
immunodeficiency 64,DOID:0111980
immunodeficiency 34,DOID:0112000
immunodeficiency 27A,DOID:0111955
hereditary diffuse gastric cancer,DOID:0080764
gene duplication disease,DOID:0080712
spermatogenic failure 41,DOID:0111912
immunodeficiency 22,DOID:0111937
X-linked mutilating palmoplantar keratoderma with periorificial keratotic plaques,DOID:0112012
immunodeficiency 49,DOID:0111979
immunodeficiency 65,DOID:0111978
immunodeficiency 17,DOID:0111973
immunodeficiency 56,DOID:0111982
immunodeficiency 19,DOID:0111972
spermatogenic failure 34,DOID:0111911
multisystem inflammatory syndrome in children,DOID:0080711
Ehlers-Danlos syndrome spondylodysplastic type 1,DOID:0080738
MECP2 duplication syndrome,
immunodeficiency 32B,DOID:0111985
immunodeficiency 18,DOID:0111971
pituitary adenoma 1,DOID:0112009
immunodeficiency 52,DOID:0111983
immunodeficiency 10,DOID:0111970
infantile liver failure syndrome,DOID:0080716
immunodeficiency 60,DOID:0111954
immunodeficiency 70,DOID:0112005
Ehlers-Danlos syndrome arthrochalasia type 2,DOID:0080728
BASAN syndrome,DOID:0080725
developmental and epileptic encephalopathy 82,DOID:0080715
Ehlers-Danlos syndrome kyphoscoliotic type 1,DOID:0080734
immunodeficiency 35,DOID:0111989
immunodeficiency 9,DOID:0111976
immunodeficiency 46,DOID:0111948
severe congenital encephalopathy due to MECP2 mutation,DOID:0111932
desmoplastic small round cell tumor,DOID:6785
immunodeficiency 32A,DOID:0111986
immunodeficiency 44,DOID:0111975
syndactyly-telecanthus-anogenital and renal malformations syndrome,DOID:0111931
immunodeficiency 38,DOID:0111934
phosphoglycerate kinase 1 deficiency,DOID:0111933
immunodeficiency 59,DOID:0111974
polymyositis,DOID:0080745
immunodeficiency 58,DOID:0111984
Kenny-Caffey syndrome,DOID:0080724
Ehlers-Danlos syndrome classic-like 1,DOID:0080731
Ehlers-Danlos syndrome arthrochalasia type 1,DOID:0080727
immunodeficiency 36,DOID:0111949
autosomal recessive intellectual developmental disorder 72,DOID:0080765
Ehlers-Danlos syndrome classic-like 2,DOID:0080732
immunodeficiency 11A,DOID:0111957
Kenny-Caffey syndrome type 2,DOID:0080723
immunodeficiency 31A,DOID:0111945
diffuse gastric cancer,DOID:0080763
immunodeficiency 57,DOID:0111952
antisynthetase syndrome,DOID:0080744
chronic urticaria,DOID:0080747
Ehlers-Danlos syndrome classic type 2,DOID:0080726
Ehlers-Danlos syndrome spondylodysplastic type 3,DOID:0080739
immunodeficiency 50,DOID:0112001
immunodeficiency 47,DOID:0112002
immunodeficiency 16,DOID:0111935
autosomal dominant congenital deafness with onychodystrophy,DOID:0080720
limbic encephalitis,DOID:0080741
immunodeficiency 40,DOID:0111951
transverse myelitis,DOID:0080743
autoimmune cholangitis,DOID:0080742
Kenny-Caffey syndrome type 1,DOID:0080722
chronic spontaneous urticaria,DOID:0080749
immunodeficiency 31B,DOID:0111944
Ehlers-Danlos syndrome cardiac valvular type,DOID:0080730
infantile liver failure syndrome 1,DOID:0080717
autosomal recessive limb-girdle muscular dystrophy type 2Z,DOID:0080762
immunodeficiency 14,DOID:0111936
immunodeficiency 15B,DOID:0111959
Ehlers-Danlos syndrome musculocontractural type 1,DOID:0080736
immunodeficiency 20,DOID:0111941
immunodeficiency 13,DOID:0111987
Brown-Vialetto-Van Laere syndrome 1,DOID:0080785
non-syndromic X-linked intellectual disability 72,DOID:0112059
nuclear type mitochondrial complex I deficiency 24,DOID:0112079
early-onset vitamin B6-dependent epilepsy,DOID:0080769
pyridoxine-dependent epilepsy,DOID:0080768
erythrokeratodermia variabilis et progressiva 6,DOID:0080766
nuclear type mitochondrial complex I deficiency 17,DOID:0112078
non-syndromic X-linked intellectual disability 30,DOID:0112051
non-syndromic X-linked intellectual disability 63,DOID:0112050
alpha-thalassemia myelodysplasia syndrome,DOID:0112125
X-linked retinitis pigmentosa and sinorespiratory infections,DOID:0112124
HRPT-related hyperuricemia,DOID:0112127
Stocco Dos Santos type X-linked intellectual disability,DOID:0112126
nephrogenic syndrome of inappropriate antidiuresis,DOID:0112121
SHOX-related short stature,DOID:0112120
mammary analogue secretory carcinoma,DOID:0080808
X-linked epilepsy with variable learning disabilities and behavior disorders,DOID:0112122
cranioectodermal dysplasia 4,DOID:0080806
autosomal dominant craniodiaphyseal dysplasia,DOID:0080807
cranioectodermal dysplasia 2,DOID:0080804
cranioectodermal dysplasia 3,DOID:0080805
autosomal recessive craniometaphyseal dysplasia,DOID:0080802
X-linked severe congenital neutropenia,DOID:0112128
autosomal dominant craniometaphyseal dysplasia,DOID:0080801
Treacher Collins syndrome 4,DOID:0080792
X-linked spondyloepimetaphyseal dysplasia,DOID:0112150
acute erythroid leukemia,DOID:0080780
Treacher Collins syndrome 2,DOID:0080790
corpus callosum agenesis-abnormal genitalia syndrome,DOID:0112151
Treacher Collins syndrome 3,DOID:0080791
non-syndromic X-linked intellectual disability 19,DOID:0112019
non-syndromic X-linked intellectual disability 50,DOID:0112029
non-syndromic X-linked intellectual disability 103,DOID:0112020
non-syndromic X-linked intellectual disability ARX-related,DOID:0112021
non-syndromic X-linked intellectual disability 21,DOID:0112022
non-syndromic X-linked intellectual disability 58,DOID:0112024
female-restricted syndromic X-linked intellectual disability 99,DOID:0112025
non-syndromic X-linked intellectual disability 99,DOID:0112026
CHIME syndrome,DOID:0112152
hypomyelinating leukodystrophy 20,DOID:0112153
inflammatory bowel disease 30,DOID:0112154
inflammatory bowel disease 29,DOID:0112155
X-linked dyserythropoietic anemia,DOID:0112156
X-linked atrophic macular degeneration,DOID:0112157
extrinsic asthma,DOID:0080811
childhood-onset asthma,DOID:0080815
De Sanctis-Cacchione syndrome,DOID:0112158
autosomal dominant nonsyndromic deafness 78,DOID:0112159
non-syndromic X-linked intellectual disability 41,DOID:0112058
nuclear type mitochondrial complex I deficiency 31,DOID:0112071
combined oxidative phosphorylation deficiency 49,DOID:0112110
combined oxidative phosphorylation deficiency 50,DOID:0112111
core binding factor acute myeloid leukemia,DOID:0080796
non-syndromic X-linked intellectual disability 107,DOID:0112054
non-syndromic X-linked intellectual disability 105,DOID:0112036
non-syndromic X-linked intellectual disability 96,DOID:0112035
non-syndromic X-linked intellectual disability 9,DOID:0112034
retinitis pigmentosa 86,DOID:0112143
retinitis pigmentosa 85,DOID:0112142
retinitis pigmentosa 84,DOID:0112141
retinitis pigmentosa 83,DOID:0112140
retinitis pigmentosa 90,DOID:0112147
retinitis pigmentosa 89,DOID:0112146
retinitis pigmentosa 88,DOID:0112145
retinitis pigmentosa 87,DOID:0112144
terminal osseous dysplasia,DOID:0112149
Uruguay faciocardiomusculoskeletal syndrome,DOID:0112148
combined oxidative phosphorylation deficiency 41,DOID:0112119
combined oxidative phosphorylation deficiency 42,DOID:0112118
combined deficiency of vitamin K-dependent clotting factors 2,DOID:0112174
hereditary combined deficiency of vitamin K-dependent clotting factors,DOID:0112172
combined deficiency of vitamin K-dependent clotting factors 1,DOID:0112173
Noonan syndrome 12,DOID:0112170
wrinkly skin syndrome,DOID:0112171
"deafness, dystonia, and cerebral hypomyelination",DOID:0112123
nuclear type mitochondrial complex I deficiency 21,DOID:0112088
nuclear type mitochondrial complex I deficiency 11,DOID:0112089
nuclear type mitochondrial complex I deficiency 26,DOID:0112086
nuclear type mitochondrial complex I deficiency 23,DOID:0112087
nuclear type mitochondrial complex I deficiency 29,DOID:0112084
nuclear type mitochondrial complex I deficiency 19,DOID:0112085
nuclear type mitochondrial complex I deficiency 4,DOID:0112082
nuclear type mitochondrial complex I deficiency 2,DOID:0112083
nuclear type mitochondrial complex I deficiency 32,DOID:0112080
nuclear type mitochondrial complex I deficiency 8,DOID:0112081
severe congenital neutropenia 7,DOID:0112129
cranioectodermal dysplasia 1,DOID:0080803
Noonan syndrome 11,DOID:0112169
autosomal dominant nonsyndromic deafness 77,DOID:0112168
immunodeficiency 72,DOID:0112015
congenital megabladder,DOID:0112014
Noonan syndrome 13,DOID:0112161
autosomal dominant nonsyndromic deafness 79,DOID:0112160
spermatogenic failure 45,DOID:0112163
autosomal recessive nonsyndromic deafness 116,DOID:0112162
autosomal dominant nonsyndromic deafness 74,DOID:0112165
spermatogenic failure 46,DOID:0112164
autosomal dominant nonsyndromic deafness 76,DOID:0112167
autosomal dominant nonsyndromic deafness 75,DOID:0112166
nuclear type mitochondrial complex I deficiency 12,DOID:0112099
nuclear type mitochondrial complex I deficiency 30,DOID:0112098
